GUBUN,YYYYMM,BIZ_CD,BIZ_NM,NEW_ADDR,NEW_ADDR1,NEW_ADDR2
변경,202003,IU4172,동해스톤마인(주),"서울특별시 강남구 테헤란로 328, 지층  105동 비 9호",서울특별시 강남구,"테헤란로 328, 지층  105동 비 9호"
변경,202003,J22729,(주)옐로모바일,"서울특별시 강남구 선릉로 704, 10층  374호",서울특별시 강남구,"선릉로 704, 10층  374호"
변경,202003,J87973,(주)탑투어,"서울특별시 강남구 테헤란로 313, 1415호",서울특별시 강남구,"테헤란로 313, 1415호"
변경,202003,JP6752,라운드의원,"서울특별시 강남구 테헤란로 101, 13층  1301호",서울특별시 강남구,"테헤란로 101, 13층  1301호"
변경,202003,M01646,케이엠씨컴퍼니(주),"서울특별시 강남구 테헤란로34길 21-4, 301호",서울특별시 강남구,"테헤란로34길 21-4, 301호"
변경,202003,M37874,(주)알리프,"서울특별시 강남구 논현로117길 7, 1층  전체",서울특별시 강남구,"논현로117길 7, 1층  전체"
변경,202003,O32641,수인장학재단,"서울특별시 강남구 논현로 327,",서울특별시 강남구,"논현로 327,"
변경,202003,T06672,역삼공판장,"서울특별시 강남구 역삼로9길 28,",서울특별시 강남구,"역삼로9길 28,"
변경,202003,144020,(주)아이티룩스,"서울특별시 강남구 테헤란로8길 37, 지하1층",서울특별시 강남구,"테헤란로8길 37, 지하1층"
변경,202003,698194,(주)일래븐,"서울특별시 강남구 강남대로 320, 1108호",서울특별시 강남구,"강남대로 320, 1108호"
변경,202003,E93119,(주)디렉터마켓,"서울특별시 강남구 역삼로37길 11,",서울특별시 강남구,"역삼로37길 11,"
변경,202003,E97617,(주)엠앤디소프트,"서울특별시 강남구 강남대로 342, 5층  511-1호",서울특별시 강남구,"강남대로 342, 5층  511-1호"
변경,202003,H66848,(주)신영트레이딩,"서울특별시 강남구 봉은사로16길 16, 2층",서울특별시 강남구,"봉은사로16길 16, 2층"
변경,202003,H69165,(주)스페쉬에프엔비,"서울특별시 강남구 영동대로 721, 7층  709호",서울특별시 강남구,"영동대로 721, 7층  709호"
변경,202003,H97179,(주)알스토리,"서울특별시 강남구 테헤란로 116, 10층  1028호",서울특별시 강남구,"테헤란로 116, 10층  1028호"
변경,202003,HJ3916,(주)에버건설,"서울특별시 강남구 삼성로96길 6, 1110호",서울특별시 강남구,"삼성로96길 6, 1110호"
변경,202003,HT3687,(주)월드컬쳐그룹,"서울특별시 강남구 테헤란로82길 15, 1402호",서울특별시 강남구,"테헤란로82길 15, 1402호"
변경,202003,HV2994,(주)제이앤엘테크,"서울특별시 강남구 헌릉로569길 19, 6층",서울특별시 강남구,"헌릉로569길 19, 6층"
변경,202003,I18495,(주)재원씨앤디,"서울특별시 강남구 선릉로90길 56, 629호",서울특별시 강남구,"선릉로90길 56, 629호"
변경,202003,L02823,신서울영농조합법인,"서울특별시 강남구 선릉로89길 9, 8층",서울특별시 강남구,"선릉로89길 9, 8층"
변경,202003,L56139,(주)성우인터내셔날,"서울특별시 강남구 학동로24길 17, 3층",서울특별시 강남구,"학동로24길 17, 3층"
변경,202003,M01914,정운이엔에이(주),"서울특별시 강남구 테헤란로 327, 512호",서울특별시 강남구,"테헤란로 327, 512호"
변경,202003,1779,(주)한협통상,"서울특별시 강남구 테헤란로57길 24,",서울특별시 강남구,"테헤란로57길 24,"
변경,202003,372065,마제스티골프코리아(주),"서울특별시 강남구 영동대로 511, 34층",서울특별시 강남구,"영동대로 511, 34층"
변경,202003,CD6073,(유)스탬셀바이오인베스트먼트,"서울특별시 강남구 테헤란로 521, 29층",서울특별시 강남구,"테헤란로 521, 29층"
변경,202003,DC2675,(주)설경도시개발,"서울특별시 강남구 테헤란로51길 18, 4층  472호",서울특별시 강남구,"테헤란로51길 18, 4층  472호"
변경,202003,E79367,(주)제스트글로벌,"서울특별시 강남구 봉은사로 123, A동 1106호",서울특별시 강남구,"봉은사로 123, A동 1106호"
변경,202003,F56740,루체른(주),"서울특별시 강남구 봉은사로 411, 5층",서울특별시 강남구,"봉은사로 411, 5층"
변경,202003,F88497,(주)범일국제물류,"서울특별시 강남구 테헤란로4길 6, 304호",서울특별시 강남구,"테헤란로4길 6, 304호"
변경,202003,G03308,쉐이커미디어(주),"서울특별시 강남구 영동대로106길 11, 5층",서울특별시 강남구,"영동대로106길 11, 5층"
변경,202003,G48757,(주)예성디자인건설,"서울특별시 강남구 강남대로84길 23, 1210호",서울특별시 강남구,"강남대로84길 23, 1210호"
변경,202003,H30275,(주)우리교육컨설팅,"서울특별시 강남구 삼성로69길 38, 501호",서울특별시 강남구,"삼성로69길 38, 501호"
변경,202003,H94691,(주)빔인터랙티브,"서울특별시 강남구 논현로135길 12, 지하1층  1층 4호 층",서울특별시 강남구,"논현로135길 12, 지하1층  1층 4호 층"
변경,202003,HI3560,(주)하성디자인,"서울특별시 강남구 밤고개로1길 10, 4층  401호",서울특별시 강남구,"밤고개로1길 10, 4층  401호"
변경,202003,HM6558,(주)화이트코튼,"서울특별시 강남구 강남대로162길 27-3, 202호",서울특별시 강남구,"강남대로162길 27-3, 202호"
변경,202003,HP8616,엘제이씨에셋(주),"서울특별시 강남구 역삼로 432, 401호",서울특별시 강남구,"역삼로 432, 401호"
변경,202003,HQ8910,알타미라픽쳐스(주),"서울특별시 강남구 역삼로 432, 401호",서울특별시 강남구,"역삼로 432, 401호"
변경,202003,J79083,(주)넥스트매치,"서울특별시 강남구 언주로 428, 9층",서울특별시 강남구,"언주로 428, 9층"
변경,202003,JA8880,특허법인뉴코리아,"서울특별시 강남구 테헤란로13길 12, 4층",서울특별시 강남구,"테헤란로13길 12, 4층"
추가,202003,JL6549,(주)에코윈,"경기도 화성시 노하길 472-11, 나동",경기도 화성시,"노하길 472-11, 나동"
추가,202003,LB4826,coffee수,"경기도 화성시 동탄기흥로257번나길 4-12, 1층",경기도 화성시,"동탄기흥로257번나길 4-12, 1층"
추가,202003,LB6807,북경청어람해법중국어학원,"경기도 화성시 동탄솔빛로 52, 301호",경기도 화성시,"동탄솔빛로 52, 301호"
추가,202003,EY1162,희한시스템,"경기도 화성시 길성안길 90-3,",경기도 화성시,"길성안길 90-3,"
추가,202003,IS5580,강호렌탈(주),"경기도 화성시 하저자안로 169-50,",경기도 화성시,"하저자안로 169-50,"
추가,202003,JH9044,(주)수호,"경기도 화성시 동탄순환대로25길 21, 503동 1202호",경기도 화성시,"동탄순환대로25길 21, 503동 1202호"
추가,202003,JI9234,(주)대아에프앤에스,"경기도 화성시 푸른들판로 892-17,",경기도 화성시,"푸른들판로 892-17,"
추가,202003,JK8030,(주)아이웨이브,"경기도 화성시 노작로 147, 601동 623호",경기도 화성시,"노작로 147, 601동 623호"
추가,202003,JO9682,티에스엠티(주),"경기도 화성시 화성로 1476-13,",경기도 화성시,"화성로 1476-13,"
추가,202003,LA0368,나은테크,"경기도 화성시 장안로 662-117,",경기도 화성시,"장안로 662-117,"
추가,202003,LA0423,나무옆기린,"경기도 화성시 화산로 57, 1층  101호  좌측호",경기도 화성시,"화산로 57, 1층  101호  좌측호"
추가,202003,LA6952,(주)이든오디오,"경기도 화성시 동탄대로 636-3, C동 1009호",경기도 화성시,"동탄대로 636-3, C동 1009호"
추가,202003,LA7395,동탄겜팍야구연습장,"경기도 화성시 동탄대로 537, 5층  521호",경기도 화성시,"동탄대로 537, 5층  521호"
추가,202003,LB3503,삼성영어제암초학원,"경기도 화성시 발안남로 51, 3층",경기도 화성시,"발안남로 51, 3층"
추가,202003,LB3886,띠앗머리,"경기도 화성시 동탄기흥로353번길 77, 209동 동1층  103호",경기도 화성시,"동탄기흥로353번길 77, 209동 동1층  103호"
추가,202003,R52106,주원하이텍,"경기도 화성시 병점동로 158,",경기도 화성시,"병점동로 158,"
추가,202003,FQ5031,한결푸드케어,"경기도 화성시 제약공단2길 18,",경기도 화성시,"제약공단2길 18,"
추가,202003,GJ7188,영호테크,"경기도 화성시 초록로210번길 29,",경기도 화성시,"초록로210번길 29,"
추가,202003,JS6242,템포디올(주),"경기도 화성시 동탄치동천로2길 4-10, 1층",경기도 화성시,"동탄치동천로2길 4-10, 1층"
추가,202003,JZ9574,제이에스미디어팩토리,"경기도 화성시 동탄대로 643, 501호",경기도 화성시,"동탄대로 643, 501호"
추가,202003,LA7562,UWA UWA(우와우와),"경기도 화성시 동탄순환대로10길 88, 3604동 804호",경기도 화성시,"동탄순환대로10길 88, 3604동 804호"
추가,202003,LA9468,성현테크,"경기도 화성시 현대기아로324번길 10,",경기도 화성시,"현대기아로324번길 10,"
추가,202003,LB0439,피이지코리아,"경기도 화성시 동탄대로 637, 6층  603호",경기도 화성시,"동탄대로 637, 6층  603호"
추가,202003,LB2504,그림이좋은아이들학원,"경기도 화성시 동탄중앙로 68, 502호",경기도 화성시,"동탄중앙로 68, 502호"
추가,202003,LB4557,내조김밥,"경기도 화성시 조암동로 8-1, 1층",경기도 화성시,"조암동로 8-1, 1층"
추가,202003,IZ9812,(주)씨씨아이케이,"경기도 화성시 동탄기흥로 557, 1503호",경기도 화성시,"동탄기흥로 557, 1503호"
추가,202003,JH1114,렉소(주),"경기도 화성시 동탄대로21길 10, 1702호",경기도 화성시,"동탄대로21길 10, 1702호"
추가,202003,JM5473,(주)와이앤비,"경기도 화성시 동탄대로시범길 20, 1417동 103호",경기도 화성시,"동탄대로시범길 20, 1417동 103호"
추가,202003,LA2230,하람철강,"경기도 화성시 서봉로 582-5,",경기도 화성시,"서봉로 582-5,"
추가,202003,LA3089,이경테크,"경기도 화성시 석포로 325-15,",경기도 화성시,"석포로 325-15,"
추가,202003,LA9282,현경씨앤알,"경기도 화성시 배양남길 97,",경기도 화성시,"배양남길 97,"
추가,202003,LA9567,와일드복싱,"경기도 화성시 동탄대로시범길 193, 503호",경기도 화성시,"동탄대로시범길 193, 503호"
추가,202003,LB3681,돌쇠사골곰탕,"경기도 화성시 주석로1016번길 15,",경기도 화성시,"주석로1016번길 15,"
추가,202003,LB6635,유브이터치,"경기도 화성시 동탄기흥로 570-6, 904호",경기도 화성시,"동탄기흥로 570-6, 904호"
추가,202003,EW0773,사랑방푸드,"경기도 화성시 동탄지성로 42, 시범한빛마을동탄아이파크2단지아파트  221동 1604호",경기도 화성시,"동탄지성로 42, 시범한빛마을동탄아이파크2단지아파트  221동 1604호"
추가,202003,JB0263,(주)자이언중공업,"경기도 화성시 전곡산단10길 16,",경기도 화성시,"전곡산단10길 16,"
추가,202003,JR7677,티와이환경(주),"경기도 화성시 발안공단로2길 34, 707호",경기도 화성시,"발안공단로2길 34, 707호"
추가,202003,LB4569,크린에이드호반베르디움3차,"경기도 화성시 동탄신리천로1길 74, 1929동 106호",경기도 화성시,"동탄신리천로1길 74, 1929동 106호"
추가,202003,LB5908,펀비어킹,"경기도 화성시 행정서로3길 12-1,",경기도 화성시,"행정서로3길 12-1,"
추가,202003,X66985,다원테크,"경기도 화성시 진안북길 84,",경기도 화성시,"진안북길 84,"
추가,202003,JL6006,(주)조앤윤,"경기도 화성시 매바위로 40-8,",경기도 화성시,"매바위로 40-8,"
추가,202003,LB1758,청진교통,"경기도 화성시 병점중앙로 214-41,",경기도 화성시,"병점중앙로 214-41,"
추가,202003,LB3122,짱코퍼레이션,"경기도 화성시 노작로 147, 6층  B29호",경기도 화성시,"노작로 147, 6층  B29호"
추가,202003,AB9540,태성오토빌리지,"경기도 화성시 10용사3길 27,",경기도 화성시,"10용사3길 27,"
추가,202003,IY0207,(주)보라중공업,"경기도 화성시 하저자안로 165,",경기도 화성시,"하저자안로 165,"
추가,202003,LA2939,메디팜동탄약국,"경기도 화성시 동탄순환대로20길 118, B동 107호",경기도 화성시,"동탄순환대로20길 118, B동 107호"
추가,202003,LA3894,휴초밥,"경기도 화성시 동탄반송1길 20-3, 1층  일부호",경기도 화성시,"동탄반송1길 20-3, 1층  일부호"
추가,202003,LA5680,에프알디,"경기도 화성시 시청로 682-1,",경기도 화성시,"시청로 682-1,"
추가,202003,LB8560,아이센스몰,"경기도 화성시 동탄순환대로19길 21, 2002동 905호",경기도 화성시,"동탄순환대로19길 21, 2002동 905호"
추가,202003,R52105,리젠시빌,"경기도 화성시 병점동로134번길 4,",경기도 화성시,"병점동로134번길 4,"
추가,202003,V56554,부동산임대,"경기도 화성시 병점중앙로170번길 4,",경기도 화성시,"병점중앙로170번길 4,"
추가,202003,CE5140,KC건설기획,"경기도 화성시 매바위로237번길 37-17,",경기도 화성시,"매바위로237번길 37-17,"
추가,202003,HK1775,(주)정진종합수출포장,"경기도 화성시 복만터길72번길 10-3,",경기도 화성시,"복만터길72번길 10-3,"
추가,202003,JN0289,(주)로그,"경기도 화성시 여울로4길 55-12, 101호",경기도 화성시,"여울로4길 55-12, 101호"
추가,202003,LA9595,에이엠티,"경기도 화성시 오궁길 7,",경기도 화성시,"오궁길 7,"
추가,202003,LA7537,효남인베스트,"경기도 화성시 서봉로 376, 166동 -19번지 166-4호 번지",경기도 화성시,"서봉로 376, 166동 -19번지 166-4호 번지"
추가,202003,LB0573,autoOasis(홈플러스병점)점,"경기도 화성시 경기대로 985,",경기도 화성시,"경기대로 985,"
추가,202003,LB1477,트러블슈터,"경기도 화성시 동탄지성로 17, B동 3803호",경기도 화성시,"동탄지성로 17, B동 3803호"
추가,202003,LB3204,국수나무화성와우점,"경기도 화성시 와우로 80, 1층  106호",경기도 화성시,"와우로 80, 1층  106호"
추가,202003,LB3703,발칙한떡볶이,"경기도 화성시 대밭로 47, 107호",경기도 화성시,"대밭로 47, 107호"
추가,202003,BP7005,대영휠타,"경기도 화성시 석포로74번길 10-14,",경기도 화성시,"석포로74번길 10-14,"
추가,202003,IQ9010,(주)치레바산업,"경기도 화성시 버들로 1031-28,",경기도 화성시,"버들로 1031-28,"
추가,202003,IR1363,(주)에스알,"경기도 화성시 마당바위로 229,",경기도 화성시,"마당바위로 229,"
추가,202003,LA0507,매드스토어,"경기도 화성시 역골중앙로41번길 23, 지하1층",경기도 화성시,"역골중앙로41번길 23, 지하1층"
추가,202003,LB2602,다나릴렉스,"경기도 화성시 행정죽전로1길 38,",경기도 화성시,"행정죽전로1길 38,"
추가,202003,LB3214,미가떡방앗간,"경기도 화성시 행정서로3길 4-42, 1층  103호",경기도 화성시,"행정서로3길 4-42, 1층  103호"
추가,202003,LB3643,공간샘스터디카페병점점,"경기도 화성시 병점중앙로 87, 2층  201 205호",경기도 화성시,"병점중앙로 87, 2층  201 205호"
추가,202003,T85409,우리월드상사,"경기도 화성시 정남동로 223,",경기도 화성시,"정남동로 223,"
추가,202003,HC1307,환영공조ENG,"경기도 화성시 황계길 150-19,",경기도 화성시,"황계길 150-19,"
추가,202003,IZ3264,(주)에이티엔,"경기도 화성시 온천로 460,",경기도 화성시,"온천로 460,"
추가,202003,LA2876,엠디에이에스,"경기도 화성시 동탄중심상가1길 33, 9층  14호",경기도 화성시,"동탄중심상가1길 33, 9층  14호"
추가,202003,LA2992,유림산업,"경기도 화성시 안녕남로96번길 16,",경기도 화성시,"안녕남로96번길 16,"
추가,202003,LB3512,마음샘아동발달센터동탄점,"경기도 화성시 동탄지성로 11, 503호",경기도 화성시,"동탄지성로 11, 503호"
추가,202003,LB4539,자이온플렉스,"경기도 화성시 동탄숲속로 95, 812동 401호",경기도 화성시,"동탄숲속로 95, 812동 401호"
추가,202003,LB6864,개네가고양이네,"경기도 화성시 남양시장로45번길 4,",경기도 화성시,"남양시장로45번길 4,"
추가,202003,LB6867,ARCO(알코),"경기도 화성시 무봉길 175-9, 나동",경기도 화성시,"무봉길 175-9, 나동"
추가,202003,LB6873,향남봄소아청소년과의원,"경기도 화성시 행정중앙2로 33, 302동 303호",경기도 화성시,"행정중앙2로 33, 302동 303호"
추가,202003,X97953,무호산업,"경기도 화성시 원골길 36,",경기도 화성시,"원골길 36,"
추가,202003,AT5447,신영화물,"경기도 화성시 서낭목길 48-33,",경기도 화성시,"서낭목길 48-33,"
추가,202003,I11621,협성정공사,"경기도 화성시 세자로 317-60,",경기도 화성시,"세자로 317-60,"
추가,202003,LA2729,대산제3태양광발전소,"경기도 화성시 화성로 973,",경기도 화성시,"화성로 973,"
추가,202003,LA3714,인디엔에이,"경기도 화성시 동탄대로 677-5, 5동 동515층",경기도 화성시,"동탄대로 677-5, 5동 동515층"
추가,202003,LA5635,힐링스,"경기도 화성시 덕영대로1376번길 241-5,",경기도 화성시,"덕영대로1376번길 241-5,"
추가,202003,LA8483,센치,"경기도 화성시 남여울3길 19, 301호",경기도 화성시,"남여울3길 19, 301호"
추가,202003,LB1392,재은정밀,"경기도 화성시 만년로 443-16,",경기도 화성시,"만년로 443-16,"
추가,202003,LB3689,권영우,"경기도 화성시 역골로 21,",경기도 화성시,"역골로 21,"
추가,202003,LB4599,더봄푸드,"경기도 화성시 남양로 1234,",경기도 화성시,"남양로 1234,"
추가,202003,LB5670,제이에스에이치,"경기도 화성시 동학산2길 9, 1층  102호",경기도 화성시,"동학산2길 9, 1층  102호"
추가,202003,Q29734,화신볼트,"경기도 화성시 시청로 955,",경기도 화성시,"시청로 955,"
추가,202003,CN6835,티알에스코리아,"경기도 화성시 시청로 1732-63,",경기도 화성시,"시청로 1732-63,"
추가,202003,HS9782,(주)홍진,"경기도 화성시 최루백로 407-2,",경기도 화성시,"최루백로 407-2,"
추가,202003,IE2119,스네일버스,"경기도 화성시 주석로 1098, 2층  213호  창업보육센터",경기도 화성시,"주석로 1098, 2층  213호  창업보육센터"
추가,202003,JI4576,(주)버뮤다컴퍼니,"경기도 화성시 용소금각로36번길 61,",경기도 화성시,"용소금각로36번길 61,"
추가,202003,JP6201,(주)로고젝코리아,"경기도 화성시 동탄대로 637, 709호",경기도 화성시,"동탄대로 637, 709호"
추가,202003,LA9361,창신테크,"경기도 화성시 동산재길 61,",경기도 화성시,"동산재길 61,"
추가,202003,LB2360,이드림어학원,"경기도 화성시 동탄순환대로29길 64, 204호  일부  205호 전체",경기도 화성시,"동탄순환대로29길 64, 204호  일부  205호 전체"
추가,202003,LB6641,린엔터테인먼트,"경기도 화성시 지산1길 22-6, 101호",경기도 화성시,"지산1길 22-6, 101호"
추가,202003,V64732,신일공구,"경기도 화성시 남양로 587,",경기도 화성시,"남양로 587,"
추가,202003,JV6994,열린건설(주),"경기도 화성시 제부로654번길 96-31,",경기도 화성시,"제부로654번길 96-31,"
추가,202003,LB2318,김용혜,"경기도 화성시 동탄대로 489, 1동 101호",경기도 화성시,"동탄대로 489, 1동 101호"
추가,202003,LB2378,원더랩스,"경기도 화성시 동탄대로 469-12, 102동 201호",경기도 화성시,"동탄대로 469-12, 102동 201호"
추가,202003,LB3590,엘투케이,"경기도 화성시 은행나무로 531-41, 1동",경기도 화성시,"은행나무로 531-41, 1동"
추가,202003,LB8557,명랑핫도그동탄시범단지점,"경기도 화성시 동탄대로시범길 148-14, 1동 102호",경기도 화성시,"동탄대로시범길 148-14, 1동 102호"
추가,202003,Q16743,닥터스마일치과의원,"경기도 화성시 10용사로 349-3, 403호",경기도 화성시,"10용사로 349-3, 403호"
추가,202003,JM6857,(주)오에이,"경기도 화성시 전원길 27-3,",경기도 화성시,"전원길 27-3,"
추가,202003,JN4472,나노펠즈(주),"경기도 화성시 동탄대로 635, 1동 304호",경기도 화성시,"동탄대로 635, 1동 304호"
추가,202003,JW7095,(주)커널,"경기도 화성시 주석로778번길 136,",경기도 화성시,"주석로778번길 136,"
추가,202003,JX3889,(주)천풍,"경기도 화성시 동탄감배산로 19, 1614동 1202호",경기도 화성시,"동탄감배산로 19, 1614동 1202호"
추가,202003,LA0509,피노이마트,"경기도 화성시 신백길 162,",경기도 화성시,"신백길 162,"
추가,202003,LA1393,더블유피시,"경기도 화성시 반월길12번길 14,",경기도 화성시,"반월길12번길 14,"
추가,202003,W73560,부동산임대,"경기도 화성시 메타폴리스로 53, 스타프라자 1 113호",경기도 화성시,"메타폴리스로 53, 스타프라자 1 113호"
추가,202003,JS2059,화우디앤씨(주),"경기도 화성시 동탄첨단산업1로 14, 401호  동탄케이티엑스밸리",경기도 화성시,"동탄첨단산업1로 14, 401호  동탄케이티엑스밸리"
추가,202003,LA3858,서원테크,"경기도 화성시 백토관리길 113-84,",경기도 화성시,"백토관리길 113-84,"
추가,202003,LB1969,케이딜리버리택배,"경기도 화성시 동탄원천로 354-11, A동 229호",경기도 화성시,"동탄원천로 354-11, A동 229호"
추가,202003,IP0472,(주)새한트레이,"경기도 화성시 석포로 236-56, 1층",경기도 화성시,"석포로 236-56, 1층"
추가,202003,JG4750,(주)가람기술,"경기도 화성시 백토관리길 93,",경기도 화성시,"백토관리길 93,"
추가,202003,LA6764,롯데리아동탄CGV점,"경기도 화성시 동탄대로 537, 1층  1095호",경기도 화성시,"동탄대로 537, 1층  1095호"
추가,202003,LA7439,우림북부지사,"경기도 화성시 마당바위로 95-5, 203호",경기도 화성시,"마당바위로 95-5, 203호"
추가,202003,LA8610,명진산업,"경기도 화성시 화성로 997-23,",경기도 화성시,"화성로 997-23,"
추가,202003,LB8725,금성냉열,"경기도 화성시 서해로 1379-18,",경기도 화성시,"서해로 1379-18,"
추가,202003,R60195,이브로렐USA,"경기도 화성시 여의동길 89,",경기도 화성시,"여의동길 89,"
추가,202003,LA3734,다우테크,"경기도 화성시 청원산단4길 101,",경기도 화성시,"청원산단4길 101,"
추가,202003,LB1335,티와이산업,"경기도 화성시 사격장길 88-16,",경기도 화성시,"사격장길 88-16,"
추가,202003,LB7669,현진하이텍,"경기도 화성시 문학로30번길 2,",경기도 화성시,"문학로30번길 2,"
추가,202003,LB8459,리코키친,"경기도 화성시 노작로3길 29, 103호",경기도 화성시,"노작로3길 29, 103호"
추가,202003,LB8641,에스피,"경기도 화성시 정문송산로 252,",경기도 화성시,"정문송산로 252,"
추가,202003,JX5522,인텔리맥스(주),"경기도 화성시 동탄대로 635, 704호  자호",경기도 화성시,"동탄대로 635, 704호  자호"
추가,202003,LA3725,한빛와이어컷팅,"경기도 화성시 서봉로 724-21, 다동",경기도 화성시,"서봉로 724-21, 다동"
추가,202003,LA3759,엠에스동탄대박통신,"경기도 화성시 동탄순환대로 127-5, 1층  117호",경기도 화성시,"동탄순환대로 127-5, 1층  117호"
추가,202003,LB2184,다온디자인,"경기도 화성시 노작로1길 13, 1동 동102 103호",경기도 화성시,"노작로1길 13, 1동 동102 103호"
추가,202003,LB3118,탑키즈유아체육,"경기도 화성시 와우로34번길 30, 115동 1501호",경기도 화성시,"와우로34번길 30, 115동 1501호"
추가,202003,LB3514,브랜딩라이즈,"경기도 화성시 동탄대로 643, 8층  815호",경기도 화성시,"동탄대로 643, 8층  815호"
추가,202003,LB4757,희망찬,"경기도 화성시 안녕남로 16-19, 104동 동6층  602호",경기도 화성시,"안녕남로 16-19, 104동 동6층  602호"
추가,202003,P21521,메인폴리머,"경기도 화성시 쌍봉로449번길 89, 가  나 다동",경기도 화성시,"쌍봉로449번길 89, 가  나 다동"
추가,202003,LA0579,옹백이보쌈족발,"경기도 화성시 샘마을1길 15,",경기도 화성시,"샘마을1길 15,"
추가,202003,LB4498,종가집한식부페,"경기도 화성시 서봉로 903-12, 2층",경기도 화성시,"서봉로 903-12, 2층"
추가,202003,LB6622,에이치앤씨,"경기도 화성시 기배로 75,",경기도 화성시,"기배로 75,"
추가,202003,JH9791,(주)알프스,"경기도 화성시 동탄산단7길 98-31, 3층",경기도 화성시,"동탄산단7길 98-31, 3층"
추가,202003,JW5210,(주)제이에스씨코퍼레이션,"경기도 화성시 초록로166번길 19, 바동",경기도 화성시,"초록로166번길 19, 바동"
추가,202003,JZ9322,봉담내리지구도시개발사업조합,"경기도 화성시 삼봉안길 16,",경기도 화성시,"삼봉안길 16,"
추가,202003,IS7175,(주)옥수테크,"경기도 화성시 돌서지길 133,",경기도 화성시,"돌서지길 133,"
추가,202003,LA1738,제이오그린,"경기도 화성시 마당바위로 123, A동 1층",경기도 화성시,"마당바위로 123, A동 1층"
추가,202003,LA8546,커버그라운드,"경기도 화성시 동탄순환대로 830, 20층  33호",경기도 화성시,"동탄순환대로 830, 20층  33호"
추가,202003,LA9474,선명기전,"경기도 화성시 화성로2397번길 27-2, 105동 B01호",경기도 화성시,"화성로2397번길 27-2, 105동 B01호"
추가,202003,R52107,덕원빌딩,"경기도 화성시 병점4로 58,",경기도 화성시,"병점4로 58,"
추가,202003,HK1733,(주)세미데이,"경기도 화성시 동탄순환대로 878, 907호",경기도 화성시,"동탄순환대로 878, 907호"
추가,202003,IZ6914,(주)씨엔엘코퍼레이션,"경기도 화성시 발안로474번길 19-18,",경기도 화성시,"발안로474번길 19-18,"
추가,202003,LA2185,선진두로기떼돈,"경기도 화성시 동탄순환대로 823, 지하2층  201호",경기도 화성시,"동탄순환대로 823, 지하2층  201호"
추가,202003,LA9693,비주거용건물임대업부동산업및임대업,"경기도 화성시 삼성1로5길 6, 원희캐슬동탄 701호 ~718호",경기도 화성시,"삼성1로5길 6, 원희캐슬동탄 701호 ~718호"
추가,202003,LB2456,제이에스무역,"경기도 화성시 동탄대로 646-4, B동 4층  403호",경기도 화성시,"동탄대로 646-4, B동 4층  403호"
변경,202003,CZ8160,선ENG,"경기도 화성시 무하로110번길 85-51,",경기도 화성시,"무하로110번길 85-51,"
변경,202003,HR6608,(주)해오름에프앤비,"경기도 화성시 노작로 175, 108호",경기도 화성시,"노작로 175, 108호"
변경,202003,I79434,홍익아이씨티(주),"경기도 화성시 동탄순환대로 823, 1213호",경기도 화성시,"동탄순환대로 823, 1213호"
변경,202003,JL6813,한국발달장애인복지사회적협동조합,"경기도 화성시 병점3로 24, 206-1호",경기도 화성시,"병점3로 24, 206-1호"
변경,202003,578350,진명산업,"경기도 화성시 신남로 370-8, 1동 3호 동 4동",경기도 화성시,"신남로 370-8, 1동 3호 동 4동"
변경,202003,BN1276,메탈프렌즈,"경기도 화성시 은행나무로 499,",경기도 화성시,"은행나무로 499,"
변경,202003,HN4179,(주)창인시스템,"경기도 화성시 버들로 1031-31,",경기도 화성시,"버들로 1031-31,"
변경,202003,IO6171,디에스이엔지,"경기도 화성시 서해로1313번길 56-30,",경기도 화성시,"서해로1313번길 56-30,"
변경,202003,J22465,백미리자율관리공동체영어조합법인,"경기도 화성시 백미길 210-6,",경기도 화성시,"백미길 210-6,"
변경,202003,JH1597,(주)송도테크,"경기도 화성시 동탄산단5길 48,",경기도 화성시,"동탄산단5길 48,"
변경,202003,L40211,(주)케이씨티메탈,"경기도 화성시 해운로630번길 88-7,",경기도 화성시,"해운로630번길 88-7,"
변경,202003,L50533,(주)창우엔지니어링,"경기도 화성시 정문송산로 156-4, 2동",경기도 화성시,"정문송산로 156-4, 2동"
변경,202003,133892,한국디비케이(주),"경기도 화성시 노하길 383,",경기도 화성시,"노하길 383,"
변경,202003,726728,나라산업,"경기도 화성시 은행나무로 105,",경기도 화성시,"은행나무로 105,"
변경,202003,HK4163,(주)금강호이스트앤리프트,"경기도 화성시 화성로1616번길 57-6,",경기도 화성시,"화성로1616번길 57-6,"
변경,202003,I78934,(주)가람테크윈,"경기도 화성시 안념길 180-45, C동",경기도 화성시,"안념길 180-45, C동"
변경,202003,IV0207,(주)채울종합건설,"경기도 화성시 꽃내음1길 19-26, 704호",경기도 화성시,"꽃내음1길 19-26, 704호"
변경,202003,JA0513,(주)자이언스틸,"경기도 화성시 청원산단1길 26,",경기도 화성시,"청원산단1길 26,"
변경,202003,JF6086,(주)선텍,"경기도 화성시 주석로1016번길 9-3, 1동 동1층",경기도 화성시,"주석로1016번길 9-3, 1동 동1층"
변경,202003,L82154,(주)디에스앤디,"경기도 화성시 고주동방길 16-32, A동",경기도 화성시,"고주동방길 16-32, A동"
변경,202003,M21628,(주)미성이엔지,"경기도 화성시 동탄반석로 231, 151동 1902호",경기도 화성시,"동탄반석로 231, 151동 1902호"
